property_price,property_property_type,property_bedrooms,property_bathrooms,property_size,property_is_furnished,property_location
"USD 800,000",Apartment,3,4,245,Unfurnished,"Achrafieh, Beirut"
"USD 285,000",Apartment,3,4,190,,"Barbour, Beirut"
"USD 55,000",Apartment,2,2,100,,"Beit Mery, Metn"
"USD 160,000",Apartment,3,4,165,Unfurnished,"Adma w Dafnah, Keserouan"
"USD 430,000",Apartment,5,4,300,,"Louaizeh, Baabda"
"USD 200,000",Apartment,3,2,150,Semi-furnished,"Jal El Dib, Metn"
"USD 200,000",Apartment,4,4,300,,"Mansourieh, Metn"
"USD 600,000",Apartment,4,5,440,,"Jamhour, Baabda"
"USD 110,000",Apartment,3,3,130,,"Adonis, Keserouan"
"USD 270,000",Apartment,3,3,160,,"Jamhour, Baabda"
"USD 380,000",Apartment,2,4,200,Unfurnished,"Kfar Hbab, Keserouan"
"USD 290,000",Apartment,3,4,185,Fully Furnished,"Sin El Fil, Metn"
"USD 285,000",Apartment,3,4,200,Unfurnished,"Adma w Dafnah, Keserouan"
"USD 245,000",Apartment,3,3,220,Unfurnished,"Fanar, Metn"
"USD 134,000",Apartment,3,3,240,Fully Furnished,"Safra, Keserouan"
"USD 110,000",Apartment,3,2,150,Unfurnished,"Baouchriye, Metn"
"USD 225,000",Apartment,2,2,152,Unfurnished,"Achrafieh, Beirut"
"USD 195,000",Apartment,3,2,150,Fully Furnished,"Jdaide, Metn"
"USD 530,000",Apartment,3,5,256,,"Louaizeh, Baabda"
"USD 180,000",Apartment,2,4,285,Unfurnished,"Jal El Dib, Metn"
"USD 250,000",Duplex,5,4,270,Unfurnished,"Nabay, Metn"
"USD 200,000",Apartment,2,3,110,Unfurnished,"Ain Saadeh, Metn"
"USD 95,000",Apartment,3,3,140,Unfurnished,"Zgharta Town, Zgharta"
"USD 7,000,000",Apartment,4,6,525,Fully Furnished,"Ain Al Mraiseh, Beirut"
"USD 385,000",Apartment,3,4,150,Fully Furnished,"Baabdat, Metn"
"USD 350,000",Apartment,3,3,155,,"Hazmiyeh, Baabda"
"USD 1,200,000",Apartment,4,6,650,Fully Furnished,"Ain Saadeh, Metn"
"USD 170,000",Triplex,3,3,375,,"Other in Koura, Koura"
"USD 350,000",Apartment,3,4,250,,"Ain Saadeh, Metn"
"USD 220,000",Apartment,3,3,200,Unfurnished,"Kartaboun, Jbeil"
"USD 130,000",Apartment,2,2,105,Unfurnished,"Nahr Ibrahim, Jbeil"
"USD 275,000",Apartment,3,3,265,Fully Furnished,"Halat, Jbeil"
"USD 2,200,000",Apartment,3,4,380,Fully Furnished,"Verdun, Beirut"
"USD 1,250,000",Apartment,2,4,210,,"Saifi, Beirut"
"USD 185,000",Apartment,3,3,210,Fully Furnished,"Jbeil Town, Jbeil"
"USD 1,800,000",Apartment,4,5,360,,"Saifi, Beirut"
"USD 190,000",Apartment,3,3,245,Unfurnished,"Zalka, Metn"
"USD 1,500,000",Apartment,3,5,250,Fully Furnished,"Dbaye, Metn"
"USD 750,000",Apartment,5,6,360,Unfurnished,"Mtayleb, Metn"
"USD 7,000,000",Villa,4,6,"1,200",Fully Furnished,"Rabieh, Metn"
"USD 590,000",Apartment,4,4,360,Unfurnished,"Biyada, Metn"
"USD 330,000",Apartment,3,4,286,Unfurnished,"Zalka, Metn"
"USD 580,000",Apartment,3,4,340,Unfurnished,"Cornet Chahwan, Metn"
"USD 500,000",Apartment,4,5,250,Unfurnished,"Beit El Kiko, Metn"
"USD 1,150,000",Apartment,3,5,380,Fully Furnished,"Dbaye, Metn"
"USD 480,000",Apartment,2,2,120,Unfurnished,"Achrafieh, Beirut"
"USD 235,000",Apartment,3,3,243,Semi-furnished,"Beit El Kiko, Metn"
"USD 550,000",Apartment,3,5,320,Unfurnished,"Rabweh, Metn"
"USD 175,000",Apartment,3,3,154,Fully Furnished,"Adma w Dafnah, Keserouan"
"USD 320,000",Apartment,1,1,80,Unfurnished,"Achrafieh, Beirut"
"USD 2,500,000",Villa,6,8,"1,000",Unfurnished,"Rabieh, Metn"
"USD 270,000",Apartment,3,4,190,Unfurnished,"Elissar, Metn"
"USD 900,000",Apartment,3,5,367,Unfurnished,"Dbaye, Metn"
"USD 130,000",Apartment,2,2,125,,"Zouk Mikael, Keserouan"
"USD 200,000",Apartment,4,5,300,Fully Furnished,"Jeita, Keserouan"
"USD 70,000",Apartment,2,2,120,,"Aachqout, Keserouan"
"USD 60,000",Apartment,2,1,70,Fully Furnished,"Klayaat, Keserouan"
"USD 110,000",Apartment,3,2,160,,"Zouk Mosbeh, Keserouan"
"USD 600,000",Apartment,3,4,600,Fully Furnished,"Mar Elias, Beirut"
"USD 95,000",Apartment,2,1,115,,"Nowayri, Beirut"
"USD 675,000",Apartment,3,4,220,Unfurnished,"Hamra, Beirut"
"USD 666,250",Apartment,3,2,300,,"Chiyah, Beirut"
"USD 150,000",Apartment,3,2,172,Unfurnished,"Mazraat Yachouh, Metn"
"USD 1,200,000",Villa,4,4,700,Unfurnished,"Souk el Gharb, Aley"
"USD 1,200,000",Villa,6,7,"1,700",Semi-furnished,"Other in Keserouan, Keserouan"
"USD 650,000",Apartment,2,4,282,Fully Furnished,"Mar Takla, Baabda"
"USD 1,500,000",Apartment,3,5,320,,"Downtown, Beirut"
"USD 2,400,000",Apartment,4,5,440,,"Downtown, Beirut"
"USD 525,000",Apartment,3,5,295,Unfurnished,"Mar Takla, Baabda"
"USD 495,000",Apartment,3,5,270,Unfurnished,"Mar Takla, Baabda"
"USD 460,000",Apartment,3,5,255,Unfurnished,"Mar Takla, Baabda"
"USD 350,000",Apartment,2,3,150,Unfurnished,"Louaizeh, Baabda"
"USD 395,000",Apartment,3,4,210,,"Hazmiyeh, Baabda"
"USD 250,000",Apartment,3,3,220,Fully Furnished,"Hazmiyeh, Baabda"
"USD 380,000",Apartment,2,4,210,Fully Furnished,"Mar Takla, Baabda"
"USD 1,800,000",Apartment,4,5,385,,"Saifi, Beirut"
"USD 1,000,000",Apartment,3,4,250,Unfurnished,"Achrafieh, Beirut"
"USD 950,000",Apartment,3,4,265,Unfurnished,"Achrafieh, Beirut"
"USD 900,000",Apartment,3,5,292,Unfurnished,"Achrafieh, Beirut"
"USD 469,000",Apartment,3,3,190,Unfurnished,"Ras Al Nabaa, Beirut"
"USD 680,000",Apartment,3,3,220,Unfurnished,"Hamra, Beirut"
"USD 420,000",Apartment,3,3,190,Unfurnished,"Ain Al Tineh, Beirut"
"USD 670,000",Duplex,5,6,485,Unfurnished,"Sahel Alma, Keserouan"
"USD 570,000",Apartment,3,3,330,Unfurnished,"Mar Elias, Beirut"
"USD 499,000",Apartment,3,3,200,Unfurnished,"Mar Elias, Beirut"
"USD 1,500,000",Apartment,4,4,333,Unfurnished,"Tallet el Khayat, Beirut"
"USD 260,000",Apartment,3,3,160,Unfurnished,"Burj Abi Haidar, Beirut"
"USD 1,600,000",Apartment,3,5,400,Fully Furnished,"Ramlet el Bayda, Beirut"
"USD 430,000",Apartment,2,2,200,Unfurnished,"Badaro, Beirut"
"USD 670,000",Duplex,3,3,365,Unfurnished,"Badaro, Beirut"
"USD 360,000",Apartment,3,3,190,Unfurnished,"Mar Elias, Beirut"
"USD 850,000",Apartment,3,4,307,Unfurnished,"Tallet el Khayat, Beirut"
"USD 278,000",Apartment,3,3,135,Unfurnished,"Ras Al Nabaa, Beirut"
"USD 330,000",Apartment,2,3,160,Unfurnished,"Ras Al Nabaa, Beirut"
"USD 220,000",Apartment,2,2,170,Fully Furnished,"Tabarja, Keserouan"
"USD 200,000",Apartment,2,2,170,Fully Furnished,"Tabarja, Keserouan"
"USD 270,000",Apartment,2,2,220,Fully Furnished,"Tabarja, Keserouan"
"USD 140,000",Apartment,2,2,118,Unfurnished,"Nahr Ibrahim, Jbeil"
"USD 130,000",Apartment,2,2,150,Fully Furnished,"Bouar, Keserouan"
"USD 93,500",Apartment,Studio,1,30,Unfurnished,"Other in Greece, Greece"
"USD 87,700",Apartment,Studio,1,30,Unfurnished,"Other in Greece, Greece"
"USD 175,000",Apartment,3,3,200,Unfurnished,"Hboub, Jbeil"
"USD 160,000",Apartment,3,2,162,Unfurnished,"Hboub, Jbeil"
"USD 720,000",Villa,6,5,470,Unfurnished,"Halat, Jbeil"
"USD 175,000",Apartment,2,2,130,Unfurnished,"Halat, Jbeil"
"USD 175,000",Apartment,2,2,110,Unfurnished,"Halat, Jbeil"
"USD 260,000",Apartment,2,2,130,Unfurnished,"Ras Al Nabaa, Beirut"
"USD 155,000",Apartment,3,2,240,Unfurnished,"Breij, Jbeil"
"USD 104,000",Apartment,2,2,118,Unfurnished,"Breij, Jbeil"
"USD 105,000",Apartment,2,2,120,Unfurnished,"Breij, Jbeil"
"USD 235,000",Apartment,3,3,150,Unfurnished,"Zalka, Metn"
"USD 460,000",Villa,4,4,476,Fully Furnished,"Amioun, Koura"
"USD 115,000",Apartment,3,2,143,Unfurnished,"Btouratij, Koura"
"USD 180,000",Apartment,3,3,240,Unfurnished,"Tabarja, Keserouan"
"USD 160,000",Apartment,3,3,213,Unfurnished,"Tabarja, Keserouan"
"USD 420,000",Duplex,3,4,330,Semi-furnished,"Fidar, Jbeil"
"USD 225,000",Duplex,3,3,260,Unfurnished,"Btouratij, Koura"
"USD 500,000",Villa,3,3,625,Unfurnished,"Blat, Jbeil"
"USD 150,000",Duplex,3,3,150,Unfurnished,"Kartaboun, Jbeil"
"USD 250,000",Apartment,2,1,225,Unfurnished,"Hboub, Jbeil"
"USD 570,000",Apartment,2,4,150,Unfurnished,"Dbaye, Metn"
"USD 255,000",Apartment,3,4,140,Unfurnished,"Ain Saadeh, Metn"
"USD 250,000",Apartment,3,3,195,,"Blat, Jbeil"
"USD 95,000",Apartment,2,3,90,,"Blat, Jbeil"
"USD 500,000",Apartment,3,2,175,Fully Furnished,"Achrafieh, Beirut"
"USD 500,000",Apartment,3,3,175,Fully Furnished,"Achrafieh, Beirut"
"USD 1,070,000",Apartment,4,5,345,Unfurnished,"Ramlet el Bayda, Beirut"
"USD 170,000",Duplex,2,2,142,Unfurnished,"Bolonia, Metn"
"USD 240,000",Apartment,3,3,160,Unfurnished,"Baabdat, Metn"
"USD 190,000",Apartment,2,2,158,Unfurnished,"Mar Moussa, Metn"
"USD 135,000",Apartment,2,2,125,Fully Furnished,"Blat, Jbeil"
"USD 120,000",Apartment,3,3,290,Unfurnished,"Other in Baabda, Baabda"
"USD 735,000",Apartment,3,3,245,Unfurnished,"Achrafieh, Beirut"
"USD 900,000",Apartment,3,3,270,Unfurnished,"Achrafieh, Beirut"
"USD 540,000",Apartment,3,3,200,Unfurnished,"Achrafieh, Beirut"
"USD 615,000",Apartment,4,6,350,Fully Furnished,"Baabdat, Metn"
"USD 140,000",Apartment,3,3,150,Unfurnished,"Mar Moussa, Metn"
"USD 165,000",Apartment,3,3,225,Unfurnished,"Baabdat, Metn"
"USD 340,000",Duplex,6,6,400,Unfurnished,"Qornet El Hamra, Metn"
"USD 768,800",Duplex,3,4,248,Unfurnished,"Achrafieh, Beirut"
"USD 310,000",Apartment,2,2,103,Unfurnished,"Achrafieh, Beirut"
"USD 850,000",Duplex,3,4,340,Fully Furnished,"Achrafieh, Beirut"
"USD 1,300,000",Apartment,3,5,500,Fully Furnished,"Achrafieh, Beirut"
"USD 190,000",Apartment,2,3,140,Fully Furnished,"Bsalim, Metn"
"USD 200,000",Apartment,3,2,160,Fully Furnished,"Zalka, Metn"
"USD 1,230,000",Apartment,3,3,297,Unfurnished,"Ras Al Nabaa, Beirut"
"USD 850,000",Apartment,3,3,190,Unfurnished,"Sanayeh, Beirut"
"USD 2,200,000",Apartment,4,6,425,Unfurnished,"Clemenceau, Beirut"
"USD 486,700",Apartment,2,3,157,Unfurnished,"Achrafieh, Beirut"
"USD 770,000",Apartment,3,4,265,Unfurnished,"Achrafieh, Beirut"
"USD 650,000",Apartment,3,3,230,Unfurnished,"Achrafieh, Beirut"
"USD 220,000",Apartment,3,4,210,Unfurnished,"Mar Moussa, Metn"
"USD 2,000,000",Apartment,3,4,420,Fully Furnished,"Achrafieh, Beirut"
"USD 300,000",Apartment,2,3,100,Unfurnished,"Verdun, Beirut"
"USD 299,000",Apartment,3,4,205,Unfurnished,"Ouyoun, Metn"
"USD 230,000",Apartment,3,3,163,Unfurnished,"Baabdat, Metn"
"USD 225,000",Apartment,3,4,160,Unfurnished,"Mar Chaaya, Metn"
"USD 650,000",Apartment,3,4,270,Fully Furnished,"Batrakieh, Beirut"
"USD 485,000",Apartment,3,4,187,Unfurnished,"Ras Al Nabaa, Beirut"
"USD 650,000",Apartment,3,4,350,Unfurnished,"Ras Al Nabaa, Beirut"
"USD 117,000",Apartment,2,2,130,,"Choueifat, Aley"
"USD 210,000",Apartment,3,3,173,Unfurnished,"Cornet Chahwan, Metn"
"USD 990,000",Apartment,3,5,290,,"Ras Al Nabaa, Beirut"
"USD 690,000",Duplex,3,5,225,,"Ras Al Nabaa, Beirut"
"USD 294,000",Apartment,2,3,188,Unfurnished,"Ouyoun, Metn"
"USD 500,000",Duplex,4,5,390,Unfurnished,"Ain Saadeh, Metn"
"USD 285,000",Apartment,3,5,200,Unfurnished,"Rabweh, Metn"
"USD 275,000",Apartment,3,4,300,Unfurnished,"Tilal Ain Saade, Metn"
"USD 560,000",Apartment,3,4,160,Unfurnished,"Koraytem, Beirut"
"USD 65,000",Apartment,3,1,60,,"Other in Spain, Spain"
"USD 170,000",Apartment,3,2,131,Fully Furnished,"Achrafieh, Beirut"
"USD 475,000",Apartment,3,3,180,,"Sodeco, Beirut"
"USD 980,000",Villa,5,7,850,,"Zahle Town, Zahle"
"USD 1,300,000",Villa,6,7,"1,100",Fully Furnished,"Zahle Town, Zahle"
"USD 830,000",Apartment,3,5,525,Unfurnished,"Biyada, Metn"
"USD 1,100,000",Apartment,3,4,250,Unfurnished,"Sanayeh, Beirut"
"USD 800,000",Apartment,3,4,250,Unfurnished,"Sanayeh, Beirut"
"USD 1,000,000",Apartment,3,4,250,Unfurnished,"Sanayeh, Beirut"
"USD 525,000",Apartment,3,3,160,Fully Furnished,"Clemenceau, Beirut"
"USD 275,000",Apartment,3,3,170,Unfurnished,"Ain Saadeh, Metn"
"USD 1,300,000",Apartment,3,5,350,Fully Furnished,"Ramlet el Bayda, Beirut"
"USD 745,000",Duplex,3,6,490,Semi-furnished,"Mtayleb, Metn"
"USD 1,200,000",Apartment,4,6,600,,"Yarzeh, Baabda"
"USD 220,000",Apartment,2,2,120,Unfurnished,"Jdaide, Metn"
"USD 299,000",Apartment,3,4,245,,"Dbaye, Metn"
"USD 1,350,000",Apartment,4,5,370,Unfurnished,"Ramlet el Bayda, Beirut"
"USD 900,000",Apartment,4,5,333,Semi-furnished,"Rihaniyeh, Baabda"
"USD 150,000",Apartment,3,2,200,,"Naccache, Metn"
"USD 600,000",Apartment,4,5,300,Unfurnished,"Hazmiyeh, Baabda"
"USD 499,000",Apartment,4,4,250,Semi-furnished,"Mtayleb, Metn"
"USD 224,000",Apartment,3,2,140,,"Dbaye, Metn"
"USD 240,000",Apartment,3,3,180,,"Dbaye, Metn"
"USD 130,000",Apartment,2,2,135,,"Dbaye, Metn"
"USD 1,100,000",Apartment,4,6,400,Fully Furnished,"Yarzeh, Baabda"
"USD 238,000",Apartment,3,4,140,Unfurnished,"Dbaye, Metn"
"USD 2,400,000",Apartment,4,5,440,Fully Furnished,"Downtown, Beirut"
"USD 530,000",Apartment,3,4,160,Unfurnished,"Achrafieh, Beirut"
"USD 530,000",Apartment,2,3,157,Unfurnished,"Achrafieh, Beirut"
"USD 1,280,000",Apartment,3,3,312,Unfurnished,"Ras Al Nabaa, Beirut"
"USD 45,000",Apartment,Studio,1,47,Unfurnished,"Mar Chaaya, Metn"
"USD 105,000",Apartment,2,2,110,Unfurnished,"Bouar, Keserouan"
"USD 550,000",Apartment,3,3,250,Fully Furnished,"Achrafieh, Beirut"
"USD 148,500",Apartment,1,2,90,,"Dbaye, Metn"
"USD 260,000",Apartment,2,3,170,,"Dbaye, Metn"
"USD 670,000",Apartment,3,5,369,Fully Furnished,"Dbaye, Metn"
"USD 155,000",Apartment,3,3,170,Unfurnished,"Beit El Chaar, Metn"
"USD 500,000",Apartment,3,3,155,Fully Furnished,"Achrafieh, Beirut"
"USD 225,000",Duplex,3,3,200,,"Dbaye, Metn"
"USD 240,000",Apartment,1,2,92,Fully Furnished,"Achrafieh, Beirut"
"USD 600,000",Apartment,3,3,210,Fully Furnished,"Achrafieh, Beirut"
"USD 300,000",Apartment,1,2,44,Fully Furnished,"Achrafieh, Beirut"
"USD 240,000",Apartment,2,2,110,Unfurnished,"Achrafieh, Beirut"
"USD 210,000",Apartment,3,2,225,,"Dbaye, Metn"
"USD 230,000",Apartment,3,4,257,Unfurnished,"Awkar, Metn"
"USD 133,000",Apartment,3,2,95,,"Other in Spain, Spain"
"USD 117,000",Apartment,3,2,130,,"Deddeh, Koura"
"USD 600,000",Apartment,3,4,230,Unfurnished,"Mtayleb, Metn"
"USD 360,000",Apartment,2,2,110,,"Hamra, Beirut"
"USD 300,000",Apartment,2,2,140,Unfurnished,"Achrafieh, Beirut"
"USD 320,000",Apartment,3,3,216,Unfurnished,"Adma w Dafnah, Keserouan"
"USD 110,000",Apartment,2,2,80,Unfurnished,"Dora, Metn"
"USD 165,000",Apartment,3,2,150,Unfurnished,"Dekwaneh, Metn"
"USD 150,000",Apartment,3,2,208,Unfurnished,"Dekwaneh, Metn"
"USD 1,500,000",Apartment,3,5,360,,"Hamra, Beirut"
"USD 600,000",Apartment,3,3,170,Unfurnished,"Ramlet el Bayda, Beirut"
"USD 1,800,000",Apartment,4,5,683,Unfurnished,"Yarzeh, Baabda"
"USD 410,000",Apartment,3,5,430,Fully Furnished,"Dbaye, Metn"
"USD 425,000",Apartment,3,4,220,Unfurnished,"Jamhour, Baabda"
"USD 2,800,000",Detached house,7,4,780,Unfurnished,"Jounieh, Keserouan"
"USD 200,000",Apartment,2,2,135,Fully Furnished,"Hadath, Baabda"
"USD 4,300,000",Villa,4,4,733,Unfurnished,"Hbous, Metn"
"USD 650,000",Apartment,3,4,300,,"Mtayleb, Metn"
"USD 446,000",Apartment,3,3,250,Unfurnished,"Bayada, Metn"
"USD 120,000",Apartment,2,2,97,Semi-furnished,"Jdaide, Metn"
"USD 45,000",Apartment,1,1,65,Unfurnished,"Furn El Chebbak, Baabda"
"USD 85,000",Apartment,2,2,130,Unfurnished,"Baissour, Aley"
"USD 300,000",Apartment,3,4,225,Unfurnished,"Hadath, Baabda"
"USD 117,500",Apartment,2,2,90,Unfurnished,"Dekwaneh, Metn"
"USD 385,000",Apartment,3,4,150,Fully Furnished,"Baabdat, Metn"
"USD 130,000",Apartment,2,2,260,Unfurnished,"Bsalim, Metn"
"USD 120,000",Apartment,2,2,120,,"Gherfine, Jbeil"
"USD 525,000",Apartment,3,5,325,Fully Furnished,"Adma w Dafnah, Keserouan"
"USD 160,000",Apartment,2,3,125,Unfurnished,"Awkar, Metn"
"USD 315,000",Apartment,3,2,180,Unfurnished,"Achrafieh, Beirut"
"USD 145,000",Apartment,3,2,145,Unfurnished,"Ajaltoun, Keserouan"
"USD 120,000",Apartment,2,2,130,Unfurnished,"Ajaltoun, Keserouan"
"USD 145,000",Duplex,3,4,280,,"Sehayleh, Keserouan"
"USD 350,000",Apartment,4,5,375,Fully Furnished,"Kfar Hbab, Keserouan"
"USD 320,000",Apartment,4,4,350,Unfurnished,"Ajaltoun, Keserouan"
"USD 130,000",Apartment,4,3,200,Unfurnished,"Ajaltoun, Keserouan"
"USD 280,000",Apartment,3,4,200,Unfurnished,"Adma w Dafnah, Keserouan"
"USD 340,000",Apartment,3,3,150,Unfurnished,"Achrafieh, Beirut"
"USD 185,000",Apartment,2,2,135,Fully Furnished,"Achrafieh, Beirut"
"USD 97,000",Apartment,2,2,135,,"Blat, Jbeil"
"USD 325,000",Apartment,3,4,275,Fully Furnished,"Kfar Hbab, Keserouan"
"USD 250,000",Apartment,3,4,220,Fully Furnished,"Sahel Alma, Keserouan"
"USD 85,000",Apartment,3,3,165,Unfurnished,"Other in Koura, Koura"
"USD 100,000",Apartment,3,2,115,Unfurnished,"Jeddayel, Jbeil"
"USD 210,000",Town house,2,2,"4,645",Unfurnished,"Other in Batroun, Batroun"
"USD 195,000",Apartment,2,3,150,Unfurnished,"Adma w Dafnah, Keserouan"
"USD 420,000",Apartment,3,4,200,Unfurnished,"Adma w Dafnah, Keserouan"
"USD 170,000",Apartment,3,3,180,Unfurnished,"Haret Sakher, Keserouan"
"USD 115,000",Apartment,3,1,120,Unfurnished,"Other in Tripoli, Tripoli"
"USD 125,000",Apartment,2,2,115,Fully Furnished,"Batroun Town, Batroun"
"USD 350,000",Apartment,3,4,225,Semi-furnished,"Kfar Hbab, Keserouan"
"USD 315,000",Duplex,4,4,290,Unfurnished,"Baabdat, Metn"
"USD 800,000",Apartment,2,1,240,Unfurnished,"Verdun, Beirut"
"USD 125,000",Apartment,2,3,177,Unfurnished,"Eddeh, Jbeil"
"USD 570,000",Apartment,3,4,228,Unfurnished,"Monteverde, Metn"
"USD 850,000",Apartment,5,4,240,Fully Furnished,"Achrafieh, Beirut"
"USD 690,000",Villa,3,5,290,Unfurnished,"Rabweh, Metn"
"USD 180,000",Apartment,2,2,120,,"Other in Metn, Metn"
"USD 130,000",Apartment,3,2,150,Unfurnished,"Zouk Mikael, Keserouan"
"USD 100,000",Apartment,2,2,100,,"Tilal Ain Saade, Metn"
"USD 260,000",Apartment,2,3,200,Unfurnished,"Mansourieh, Metn"
"USD 220,000",Apartment,3,4,210,Unfurnished,"Mar Roukoz, Metn"
"USD 270,000",Apartment,3,4,350,Unfurnished,"Bsalim, Metn"
"USD 650,000",Apartment,4,6,350,Unfurnished,"Baabdat, Metn"
"USD 310,000",Apartment,3,2,165,Unfurnished,"Hazmiyeh, Baabda"
"USD 180,000",Apartment,3,2,220,Fully Furnished,"Fanar, Metn"
"USD 330,000",Apartment,4,4,240,,"Monteverde, Metn"
"USD 220,000",Apartment,3,3,160,,"Monteverde, Metn"
"USD 510,000",Apartment,1,2,75,Fully Furnished,"Saifi, Beirut"
"USD 80,000",Apartment,2,2,140,Fully Furnished,"Klayaat, Keserouan"
"USD 100,000",Apartment,3,3,170,Unfurnished,"Other in Chouf, Chouf"
"USD 300,000",Apartment,4,5,370,,"Jeita, Keserouan"
"USD 165,000",Apartment,3,3,160,,"Broummana, Metn"
"USD 350,000",Apartment,3,4,200,Fully Furnished,"Sehayleh, Keserouan"
"USD 100,000",Apartment,2,3,110,Unfurnished,"Ballouneh, Keserouan"
"USD 190,000",Apartment,3,4,175,Unfurnished,"Ballouneh, Keserouan"
"USD 300,000",Apartment,3,4,185,Fully Furnished,"Adma w Dafnah, Keserouan"
"USD 350,000",Apartment,3,4,200,Unfurnished,"Kfar Hbab, Keserouan"
"USD 300,000",Apartment,3,4,185,Fully Furnished,"Kfaryassine, Keserouan"
"USD 190,000",Villa,3,3,170,Unfurnished,"Other in Batroun, Batroun"
"USD 128,000",Apartment,2,1,102,Unfurnished,"Tariq el Jdideh, Beirut"
"USD 165,000",Apartment,3,3,200,Unfurnished,"Dawhet el Hoss, Aley"
"USD 520,000",Apartment,4,5,233,,"Mtayleb, Metn"
"USD 450,000",Apartment,3,3,270,Fully Furnished,"Sahel Alma, Keserouan"
"USD 180,000",Apartment,2,2,116,,"Fanar, Metn"
"USD 295,000",Apartment,3,3,150,Unfurnished,"Fanar, Metn"
"USD 750,000",Apartment,2,2,190,Appliances only,"Mar Mkhayel, Beirut"
"USD 199,000",Apartment,5,4,245,,"Ghadir, Keserouan"
"USD 180,000",Apartment,3,3,140,,"Ballouneh, Keserouan"
"USD 1,200,000",Apartment,3,5,300,,"Achrafieh, Beirut"
"USD 699,000",Apartment,4,4,250,,"Verdun, Beirut"
"USD 240,000",Duplex,4,4,280,,"Zouk Mikael, Keserouan"
"USD 550,000",Apartment,3,4,220,Unfurnished,"Achrafieh, Beirut"
"USD 123,200",Apartment,2,2,112,Unfurnished,"Hboub, Jbeil"
"USD 170,000",Apartment,3,2,150,Unfurnished,"Ouyoun, Metn"
"USD 1,300,000",Apartment,3,4,250,,"Rawche, Beirut"
"USD 359,000",Apartment,2,3,120,Fully Furnished,"sakiet al janzeer, Beirut"
"USD 165,000",Apartment,3,5,170,Unfurnished,"Zouk Mikael, Keserouan"
"USD 195,000",Apartment,3,3,170,Fully Furnished,"Ghadir, Keserouan"
"USD 185,000",Apartment,2,2,100,Semi-furnished,"Larnaca, Cyprus"
"USD 142,000",Apartment,2,2,110,Fully Furnished,"Hadath, Baabda"
"USD 265,000",Apartment,3,4,145,Unfurnished,"Bayada, Metn"
"USD 125,000",Apartment,3,2,160,Unfurnished,"Ksara, Zahle"
"USD 780,000",Apartment,4,5,350,Unfurnished,"Mtayleb, Metn"
"USD 230,000",Apartment,2,2,95,Unfurnished,"Larnaca, Cyprus"
"USD 1,200,000",Apartment,5,6,660,Unfurnished,"Bayada, Metn"
"USD 700,000",Apartment,3,3,180,Fully Furnished,"Limassol, Cyprus"
"USD 920,000",Apartment,3,4,340,Unfurnished,"Achrafieh, Beirut"
"USD 160,000",Apartment,3,3,135,Unfurnished,"Ballouneh, Keserouan"
"USD 800,000",Apartment,2,2,125,Fully Furnished,"Saifi, Beirut"
"USD 325,000",Apartment,2,3,130,,"Achrafieh, Beirut"
"USD 160,000",Apartment,3,3,160,Fully Furnished,"Ghosta, Keserouan"
"USD 279,000",Apartment,3,3,175,Semi-furnished,"Ain Najm, Metn"
"USD 190,000",Apartment,3,3,150,Unfurnished,"Ain El Remmaneh, Baabda"
"USD 599,900",Apartment,4,5,"1,000",,"Kfar Hbab, Keserouan"
"USD 2,800,000",Apartment,4,5,500,,"Downtown, Beirut"
"USD 199,000",Apartment,3,3,300,Unfurnished,"Bikfaya, Metn"
"USD 190,000",Apartment,3,3,190,Unfurnished,"Ain El Remmaneh, Beirut"
"USD 90,000",Apartment,2,2,100,Fully Furnished,"Mastita, Jbeil"
"USD 635,000",Apartment,4,3,310,Fully Furnished,"Bir Hassan, Beirut"
"USD 300,000",Apartment,3,3,150,Unfurnished,"Zoukak al Blat, Beirut"
"USD 950,000",Apartment,2,4,325,,"Achrafieh, Beirut"
"USD 450,000",Apartment,4,3,225,,"Achrafieh, Beirut"
"USD 180,000",Apartment,2,3,260,Unfurnished,"Batroun Town, Batroun"
"USD 170,000",Apartment,1,1,56,Unfurnished,"Larnaca, Cyprus"
"USD 600,000",Apartment,4,6,400,Unfurnished,"Hazmiyeh, Baabda"
"USD 200,000",Apartment,2,4,135,Unfurnished,"Mansourieh, Metn"
"USD 420,000",Villa,3,3,"1,250",,"Ksara, Zahle"
"USD 75,000",Apartment,2,1,70,Fully Furnished,"Other in Spain, Spain"
"USD 320,000",Apartment,3,3,100,Unfurnished,"Verdun, Beirut"
"USD 104,000",Apartment,3,3,140,Unfurnished,"Zeitoun, Keserouan"
"USD 125,000",Apartment,2,2,100,Unfurnished,"Naccache, Metn"
"USD 200,000",Apartment,3,2,140,Unfurnished,"Hadath, Baabda"
"USD 165,000",Apartment,2,2,120,Unfurnished,"Elissar, Metn"
"USD 105,000",Apartment,3,2,150,Unfurnished,"Batroun Town, Batroun"
"USD 325,000",Apartment,2,3,150,Fully Furnished,"Faqra, Keserouan"
"USD 290,000",Apartment,2,2,100,Unfurnished,"Verdun, Beirut"
"USD 210,000",Apartment,3,3,173,Unfurnished,"Cornet Chahwan, Metn"
"USD 105,000",Apartment,2,2,104,Fully Furnished,"Hadath, Baabda"
"USD 260,000",Apartment,4,4,330,Semi-furnished,"Jeita, Keserouan"
"USD 200,000",Apartment,3,2,105,,"Zaarour, Metn"
